source,dest,connections
L. Legrand (155,Oxford University,1
L. Legrand (155,(6) Department of Physics,1
L. Legrand (155,35122 Padova,1
L. Legrand (155,Via dell'Osservatorio 5,1
L. Legrand (155,(5) INAF-Osservatorio Astronomico di Padova,1
L. Legrand (155,S. Tosi (33,1
L. Legrand (155,"(4) Dipartimento di Fisica e Astronomia ""G. Galilei""",1
L. Legrand (155,Via Alfonso Corti 12,1
L. Legrand (155,(3) INAF-IASF Milano,1
L. Legrand (155,Via Piero Gobetti 93/3,1
L. Legrand (155,(2) INAF-Osservatorio di Astrofisica e Scienza dello Spazio di Bologna,1
L. Legrand (155,via Piero Gobetti 93/2,1
L. Legrand (155,"N. A. Walton (170) ((1) Dipartimento di Fisica e Astronomia ""Augusto Righi"" - Alma Mater Studiorum Universit\`a di Bologna",1
L. Legrand (155,P. Vielzeuf (63),1
L. Legrand (155,G. Verza (173),1
L. Legrand (155,A. Venhola (172),1
L. Legrand (155,C. Valieri (32),1
L. Legrand (155,M. Tucci (61),1
L. Legrand (155,A. Troja (4,1
L. Legrand (155,10),1
L. Legrand (155,34,1
L. Legrand (155,Universit\`a di Padova,1
L. Legrand (155,Universidad Polit\'ecnica de Cartagena,1
L. Legrand (155,(139) Departamento F\'isica Aplicada,1
L. Legrand (155,Irvine CA 92697,1
L. Legrand (155,University of California Irvine,1
L. Legrand (155,(138) Department of Physics \& Astronomy,1
L. Legrand (155,1200 E California Blvd,1
L. Legrand (155,(137) California Institute of Technology,1
L. Legrand (155,34131 Trieste,1
L. Legrand (155,Via Tiepolo 11,1
L. Legrand (155,Universit\`a di Trieste,1
L. Legrand (155,(136) Dipartimento di Fisica - Sezione di Astronomia,1
L. Legrand (155,Japan,1
L. Legrand (155,Chiba 277-8583,1
L. Legrand (155,Kashiwa,1
L. Legrand (155,(27) Universit\'e Paris-Saclay,1
L. Legrand (155,UTIAS,1
L. Legrand (155,Kavli IPMU (WPI),1
L. Legrand (155,(135) Center for Data-Driven Discovery,1
L. Legrand (155,67000 Strasbourg,1
L. Legrand (155,UMR 7550,1
L. Legrand (155,Observatoire astronomique de Strasbourg,1
L. Legrand (155,(134) Universit\'e de Strasbourg,1
L. Legrand (155,(133) Departamento de F\'isica Fundamental. Universidad de Salamanca. Plaza de la Merced s/n. 37008 Salamanca,1
L. Legrand (155,(132) Laboratoire Univers et Th\'eorie,1
L. Legrand (155,Karl-Schwarzschild-Str. 1,1
L. Legrand (155,"(131) Max-Planck-Institut f\""ur Astrophysik",1
L. Legrand (155,James-Franck-Str. 1,1
L. Legrand (155,Physics Department,1
L. Legrand (155,TUM School of Natural Sciences,1
L. Legrand (155,(130) Technical University of Munich,1
L. Legrand (155,The University of Tokyo,1
L. Legrand (155,c/ Via Lactea s/n,1
L. Legrand (155,(147) Instituto de Astrof\'i sica de Canarias,1
L. Legrand (155,FI-00 076,1
L. Legrand (155,Espoo,1
L. Legrand (155,PO Box 15400,1
L. Legrand (155,Aalto University,1
L. Legrand (155,(146) Department of Computer Science,1
L. Legrand (155,Portsmouth PO1 3FX,1
L. Legrand (155,University of Portsmouth,1
L. Legrand (155,Gravitation,1
L. Legrand (155,(145) Institute of Cosmology,1
L. Legrand (155,91191 Gif-sur-Yvette,1
L. Legrand (155,Bat. 709,1
L. Legrand (155,Service d'Astrophysique,1
L. Legrand (155,Campus Muralla del Mar,1
L. Legrand (155,(144) CEA Saclay,1
L. Legrand (155,c/o Dipartimento Matematica e Fisica,1
L. Legrand (155,(143) INAF-Sezione di Lecce,1
L. Legrand (155,CP-I93,1
L. Legrand (155,University of Salento,1
L. Legrand (155,Physics E. De Giorgi,1
L. Legrand (155,(142) Department of Mathematics,1
L. Legrand (155,CP-193,1
L. Legrand (155,Sezione di Lecce,1
L. Legrand (155,(141) INFN,1
L. Legrand (155,39005 Santander,1
L. Legrand (155,Avenida de los Castros,1
L. Legrand (155,Edificio Juan Jord\'a,1
L. Legrand (155,(140) Instituto de F\'isica de Cantabria,1
L. Legrand (155,Murcia,1
L. Legrand (155,DFR/IRFU,1
L. Legrand (155,(120) Universit\'e C\^ote d'Azur,1
L. Legrand (155,Via Piero Gobetti 101,1
L. Legrand (155,Istituto di Radioastronomia,1
L. Legrand (155,(119) INAF,1
L. Legrand (155,Sezione di Ferrara,1
L. Legrand (155,(118) Istituto Nazionale di Fisica Nucleare,1
L. Legrand (155,Universit\`a degli Studi di Ferrara,1
L. Legrand (155,(117) Dipartimento di Fisica e Scienze della Terra,1
L. Legrand (155,Plaza del Hospital 1,1
L. Legrand (155,Departamento de Electr\'onica y Tecnolog\'ia de Computadoras,1
L. Legrand (155,(116) Universidad Polit\'ecnica de Cartagena,1
L. Legrand (155,Jagtvej 128,1
L. Legrand (155,(115) Niels Bohr Institute,1
L. Legrand (155,(114) Cosmic Dawn Center (DAWN),1
L. Legrand (155,OH 44106,1
L. Legrand (155,Tapada da Ajuda,1
L. Legrand (155,(113) Instituto de Astrof\'isica e Ci\^encias do Espa\c{c}o,1
L. Legrand (155,Analysis Center,1
L. Legrand (155,(112) Infrared Processing,1
L. Legrand (155,Leioa-Bilbao,1
L. Legrand (155,Sede Bld 48940,1
L. Legrand (155,University Science Park,1
L. Legrand (155,(111) Satlantis,1
L. Legrand (155,Barcelona,1
L. Legrand (155,08860 Castelldefels,1
L. Legrand (155,Campus UPC,1
L. Legrand (155,Edifici RDIT,1
L. Legrand (155,(110) Institut d'Estudis Espacials de Catalunya (IEEC),1
L. Legrand (155,Austria,1
L. Legrand (155,6020 Innsbruck,1
L. Legrand (155,1349-018 Lisboa,1
L. Legrand (155,Cleveland,1
L. Legrand (155,10900 Euclid Avenue,1
L. Legrand (155,Case Western Reserve University,1
L. Legrand (155,(129) CERCA/ISO,1
L. Legrand (155,28049 Madrid,1
L. Legrand (155,Campus de Cantoblanco,1
L. Legrand (155,(128) Instituto de F\'isica Te\'orica UAM-CSIC,1
L. Legrand (155,Bologna,1
L. Legrand (155,Via Magnanelli 2,1
L. Legrand (155,Big Data e Quantum Computing,1
L. Legrand (155,(127) ICSC - Centro Nazionale di Ricerca in High Performance Computing,1
L. Legrand (155,LITL,1
L. Legrand (155,Universit\'e Catholique de Lille,1
L. Legrand (155,Junia,1
L. Legrand (155,Observatoire de la C\^ote d'Azur,1
L. Legrand (155,INFN-Sezione di Genova,1
L. Legrand (155,(125) INAF-Osservatorio Astronomico di Brera,1
L. Legrand (155,23807 Merate,1
L. Legrand (155,via Emilio Bianchi 46,1
L. Legrand (155,(124) INAF - Osservatorio Astronomico di Brera,1
L. Legrand (155,(123) Aurora Technology for European Space Agency (ESA),1
L. Legrand (155,75013,1
L. Legrand (155,5 Rue Thomas Mann,1
L. Legrand (155,(122) Universit\'e Paris-Cit\'e,1
L. Legrand (155,LERMA,1
L. Legrand (155,(121) Universit\'e PSL,1
L. Legrand (155,06304 Nice cedex 4,1
L. Legrand (155,CS 34229,1
L. Legrand (155,Bd de l'Observatoire,1
L. Legrand (155,Laboratoire Lagrange,1
L. Legrand (155,(126) ICL,1
L. Legrand (155,162 5th Avenue,1
L. Legrand (155,Flatiron Institute,1
L. Legrand (155,(173) Center for Computational Astrophysics,1
L. Legrand (155,FI-90014 Oulu,1
L. Legrand (155,Pentti Kaiteran katu 1,1
L. Legrand (155,University of Oulu,1
L. Legrand (155,astronomy research unit,1
L. Legrand (155,(172) Space physics,1
L. Legrand (155,NJ 08544,1
L. Legrand (155,Princeton,1
L. Legrand (155,Princeton University,1
L. Legrand (155,Peyton Hall,1
L. Legrand (155,(171) Department of Astrophysical Sciences,1
L. Legrand (155,Cambridge CB3 0HA,1
L. Legrand (155,La Laguna 38200,1
L. Legrand (155,(170) Institute of Astronomy,1
L. Legrand (155,Southampton SO17 1BJ,1
L. Legrand (155,Highfield Campus,1
L. Legrand (155,University of Southampton,1
L. Legrand (155,(169) School of Physics \& Astronomy,1
L. Legrand (155,University of Leiden,1
L. Legrand (155,(168) Mathematical Institute,1
L. Legrand (155,751 37 Uppsala,1
L. Legrand (155,Box 516,1
L. Legrand (155,Uppsala University,1
L. Legrand (155,(167) Theoretical astrophysics,1
L. Legrand (155,Teramo,1
L. Legrand (155,64100,1
L. Legrand (155,Via Maggini,1
L. Legrand (155,(166) INAF - Osservatorio Astronomico d'Abruzzo,1
L. Legrand (155,University of Cambridge,1
L. Legrand (155,10010,1
L. Legrand (155,USA),1
L. Legrand (155,NY,1
L. Legrand (155,New York,1
L. Legrand (155,Cambridge CB3 0WA,1
L. Legrand (155,Wilberforce Road,1
L. Legrand (155,Centre for Mathematical Sciences,1
L. Legrand (155,(155) DAMTP,1
L. Legrand (155,South Africa,1
L. Legrand (155,7535,1
L. Legrand (155,Cape Town,1
L. Legrand (155,Bellville,1
L. Legrand (155,University of the Western Cape,1
L. Legrand (155,(154) Department of Physics,1
L. Legrand (155,Victoria 3122,1
L. Legrand (155,Hawthorn,1
L. Legrand (155,Swinburne University of Technology,1
L. Legrand (155,(153) Centre for Astrophysics \& Supercomputing,1
L. Legrand (155,(165) HE Space for European Space Agency (ESA),1
L. Legrand (155,(152) ARC Centre of Excellence for Dark Matter Particle Physics,1
L. Legrand (155,(151) Serco for European Space Agency (ESA),1
L. Legrand (155,20014 Turku,1
L. Legrand (155,University of Turku,1
L. Legrand (155,Vesilinnantie 5,1
L. Legrand (155,(150) Department of Physics,1
L. Legrand (155,44780 Bochum,1
L. Legrand (155,German Centre for Cosmological Lensing (GCCL),1
L. Legrand (155,Astronomical Institute (AIRUB),1
L. Legrand (155,Faculty of Physics,1
L. Legrand (155,(149) Ruhr University Bochum,1
L. Legrand (155,1200 E. California Blvd.,1
L. Legrand (155,(148) Caltech/IPAC,1
L. Legrand (155,Avda. Francisco Sanchez,1
L. Legrand (155,Spain. Departamento de Astrof\'i sica de la Universidad de La Laguna,1
L. Legrand (155,Melbourne,1
L. Legrand (155,4150-762 Porto,1
L. Legrand (155,(164) Centro de Astrof\'isica da Universidade do Porto,1
L. Legrand (155,Piazzale Aldo Moro 2,1
L. Legrand (155,Sapienza Universit\`a di Roma,1
L. Legrand (155,(163) Dipartimento di Fisica,1
L. Legrand (155,Grenoble,1
L. Legrand (155,38000,1
L. Legrand (155,Avenue des Martyrs,1
L. Legrand (155,53,1
L. Legrand (155,LPSC-IN2P3,1
L. Legrand (155,Grenoble INP,1
L. Legrand (155,(162) Univ. Grenoble Alpes,1
L. Legrand (155,London SW7 2AZ,1
L. Legrand (155,Imperial College London,1
L. Legrand (155,(156) Kavli Institute for Cosmology Cambridge,1
L. Legrand (155,(161) Astrophysics Group,1
L. Legrand (155,SE-106 91,1
L. Legrand (155,Stockholm,1
L. Legrand (155,Stockholm University,1
L. Legrand (155,(160) Oskar Klein Centre for Cosmoparticle Physics,1
L. Legrand (155,Universit\'e Paris-Saclay 91191 Gif-sur-Yvette Cedex,1
L. Legrand (155,(159) IRFU,1
L. Legrand (155,Centre for Extragalactic Astronomy,1
L. Legrand (155,(158) Department of Physics,1
L. Legrand (155,8057 Zurich,1
L. Legrand (155,Winterthurerstrasse 190,1
L. Legrand (155,University of Zurich,1
L. Legrand (155,(157) Department of Astrophysics,1
L. Legrand (155,CB3 0HA,1
L. Legrand (155,Cambridge,1
L. Legrand (155,Blackett Laboratory,1
L. Legrand (155,08028 Barcelona,1
L. Legrand (155,Mart\'i i Franqu\`es 1,1
L. Legrand (155,Universitat de Barcelona (IEEC-UB),1
L. Legrand (155,(56) Institut de Ci\`encies del Cosmos (ICCUB),1
L. Legrand (155,F-69100,1
L. Legrand (155,Villeurbanne,1
L. Legrand (155,UMR 5822,1
L. Legrand (155,(55) Universit\'e Claude Bernard Lyon 1,1
L. Legrand (155,Roma,1
L. Legrand (155,00044 Frascati,1
L. Legrand (155,Largo Galileo Galilei 1,1
L. Legrand (155,(54) European Space Agency/ESRIN,1
L. Legrand (155,Manchester M13 9PL,1
L. Legrand (155,Oxford Road,1
L. Legrand (155,Technikerstr. 25/8,1
L. Legrand (155,(53) Jodrell Bank Centre for Astrophysics,1
L. Legrand (155,Edinburgh EH9 3HJ,1
L. Legrand (155,Blackford Hill,1
L. Legrand (155,Royal Observatory,1
L. Legrand (155,University of Edinburgh,1
L. Legrand (155,(52) Institute for Astronomy,1
L. Legrand (155,38205 La Laguna,1
L. Legrand (155,V\'ia L\'actea,1
L. Legrand (155,(51) Instituto de Astrof\'isica de Canarias,1
L. Legrand (155,HI 96822,1
L. Legrand (155,Honolulu,1
L. Legrand (155,2680 Woodlawn Drive,1
L. Legrand (155,University of Hawaii,1
L. Legrand (155,(50) Institute for Astronomy,1
L. Legrand (155,(49) INFN section of Naples,1
L. Legrand (155,University of Manchester,1
L. Legrand (155,(69) Institute of Theoretical Astrophysics,1
L. Legrand (155,(68) INFN-Sezione di Milano,1
L. Legrand (155,Universit\`a degli Studi di Milano,1
L. Legrand (155,"(67) Dipartimento di Fisica ""Aldo Pontremoli""",1
L. Legrand (155,Giessenbachstr. 1,1
L. Legrand (155,(66) Max Planck Institute for Extraterrestrial Physics,1
L. Legrand (155,40126 Bologna,1
L. Legrand (155,Via Irnerio 46,1
L. Legrand (155,(65) INFN-Bologna,1
L. Legrand (155,00133 Roma,1
L. Legrand (155,via del Politecnico snc,1
L. Legrand (155,Italian Space Agency,1
L. Legrand (155,(64) Space Science Data Center,1
L. Legrand (155,CPPM,1
L. Legrand (155,(57) Instituci\'o Catalana de Recerca i Estudis Avan\c{c}ats (ICREA),1
L. Legrand (155,(62) INFN-Padova,1
L. Legrand (155,ch. d'Ecogia 16,1
L. Legrand (155,University of Geneva,1
L. Legrand (155,(61) Department of Astronomy,1
L. Legrand (155,1749-016 Lisboa,1
L. Legrand (155,(60) Instituto de Astrof\'isica e Ci\^encias do Espa\c{c}o,1
L. Legrand (155,PT1749-016 Lisboa,1
L. Legrand (155,Edif\'icio C8,1
L. Legrand (155,(59) Departamento de F\'isica,1
L. Legrand (155,69622 Villeurbanne,1
L. Legrand (155,4 rue Enrico Fermi,1
L. Legrand (155,IUF,1
L. Legrand (155,(58) UCB Lyon 1,1
L. Legrand (155,08010 Barcelona,1
L. Legrand (155,Passeig de Llu\'is Companys 23,1
L. Legrand (155,(63) Aix-Marseille Universit\'e,1
L. Legrand (155,CAUP,1
L. Legrand (155,Universidade do Porto,1
L. Legrand (155,(36) Instituto de Astrof\'isica e Ci\^encias do Espa\c{c}o,1
L. Legrand (155,University Federico II,1
L. Legrand (155,"(35) Department of Physics ""E. Pancini""",1
L. Legrand (155,(34) INFN-Sezione di Genova,1
L. Legrand (155,Universit\`a di Genova,1
L. Legrand (155,(33) Dipartimento di Fisica,1
L. Legrand (155,(32) INFN-Sezione di Bologna,1
L. Legrand (155,34136 Trieste TS,1
L. Legrand (155,Via Bonomea 265,1
L. Legrand (155,International School for Advanced Studies,1
L. Legrand (155,(31) SISSA,1
L. Legrand (155,34127 Trieste TS,1
L. Legrand (155,00078 Monteporzio Catone,1
L. Legrand (155,Sezione di Trieste,1
L. Legrand (155,(30) INFN,1
L. Legrand (155,34151 Trieste,1
L. Legrand (155,via Beirut 2,1
L. Legrand (155,Institute for Fundamental Physics of the Universe,1
L. Legrand (155,(29) IFPU,1
L. Legrand (155,GU2 7XH,1
L. Legrand (155,Surrey,1
L. Legrand (155,Guildford,1
L. Legrand (155,University of Surrey,1
L. Legrand (155,Physics,1
L. Legrand (155,(28) School of Mathematics,1
L. Legrand (155,Orsay,1
L. Legrand (155,91405,1
L. Legrand (155,Institut d'astrophysique spatiale,1
L. Legrand (155,Via Valerio 2,1
L. Legrand (155,Via Frascati 33,1
L. Legrand (155,(48) INAF-Osservatorio Astronomico di Roma,1
L. Legrand (155,52056 Aachen,1
L. Legrand (155,RWTH Aachen University,1
L. Legrand (155,Cosmology (TTK),1
L. Legrand (155,(47) Institute for Theoretical Particle Physics,1
L. Legrand (155,C. Albareda s/n,1
L. Legrand (155,(46) Port d'Informaci\'o Cient\'ifica,1
L. Legrand (155,28040 Madrid,1
L. Legrand (155,Avenida Complutense 40,1
L. Legrand (155,Medioambientales y Tecnol\'ogicas (CIEMAT),1
L. Legrand (155,(45) Centro de Investigaciones Energ\'eticas,1
L. Legrand (155,2333 CC Leiden,1
L. Legrand (155,(44) Leiden Observatory,1
L. Legrand (155,PT4150-762 Porto,1
L. Legrand (155,(43) Institute Lorentz,1
L. Legrand (155,2201 AZ Noordwijk,1
L. Legrand (155,Keplerlaan 1,1
L. Legrand (155,(42) European Space Agency/ESTEC,1
L. Legrand (155,10025 Pino Torinese (TO),1
L. Legrand (155,Via Osservatorio 20,1
L. Legrand (155,(41) INAF-Osservatorio Astrofisico di Torino,1
L. Legrand (155,(40) INFN-Sezione di Torino,1
L. Legrand (155,Universit\`a degli Studi di Torino,1
L. Legrand (155,(39) Dipartimento di Fisica,1
L. Legrand (155,Karl-Schwarzschild-Str. 2,1
L. Legrand (155,(38) European Southern Observatory,1
L. Legrand (155,4150-007 Porto,1
L. Legrand (155,Rua do Campo de Alegre,1
L. Legrand (155,(37) Faculdade de Ci\^encias da Universidade do Porto,1
L. Legrand (155,Niels Bohrweg 2,1
L. Legrand (155,(102) Institute of Space Science,1
L. Legrand (155,31401 Toulouse Cedex 9,1
L. Legrand (155,18 avenue Edouard Belin,1
L. Legrand (155,(101) Centre National d'Etudes Spatiales -- Centre spatial de Toulouse,1
L. Legrand (155,Ontario N2L 2Y5,1
L. Legrand (155,(100) Perimeter Institute for Theoretical Physics,1
L. Legrand (155,(99) Department of Physics,1
L. Legrand (155,(98) Waterloo Centre for Astrophysics,1
L. Legrand (155,Jagtvej 155,1
L. Legrand (155,Niels Bohr Institute,1
L. Legrand (155,(97) DARK,1
L. Legrand (155,Technology,1
L. Legrand (155,The Barcelona Institute of Science,1
L. Legrand (155,(96) Institut de F\'isica d'Altes Energies (IFAE),1
L. Legrand (155,University of Oslo,1
L. Legrand (155,Ecole Polytechnique F\'ed\'erale de Lausanne (EPFL),1
L. Legrand (155,Laboratory of Astrophysics,1
L. Legrand (155,(94) Institute of Physics,1
L. Legrand (155,98bis Boulevard Arago,1
L. Legrand (155,(93) Institut d'Astrophysique de Paris,1
L. Legrand (155,School of Engineering,1
L. Legrand (155,(92) University of Applied Sciences,1
L. Legrand (155,Berkeley,1
L. Legrand (155,CPB-IN2P3,1
L. Legrand (155,IRL2007,1
L. Legrand (155,Centre Pierre Bin\'etruy,1
L. Legrand (155,(91) CNRS-UCB International Research Laboratory,1
L. Legrand (155,75013 Paris,1
L. Legrand (155,Astroparticule et Cosmologie,1
L. Legrand (155,(90) Universit\'e Paris Cit\'e,1
L. Legrand (155,(95) Telespazio UK S.L. for European Space Agency (ESA),1
L. Legrand (155,"Institut f\""ur Astro- und Teilchenphysik",1
L. Legrand (155,"(109) Universit\""at Innsbruck",1
L. Legrand (155,Chile,1
L. Legrand (155,Santiago,1
L. Legrand (155,Blanco Encalada 2008,1
L. Legrand (155,Universidad de Chile,1
L. Legrand (155,FCFM,1
L. Legrand (155,(108) Departamento de F\'isica,1
L. Legrand (155,Lebanon,1
L. Legrand (155,Beirut,1
L. Legrand (155,Faculty of Sciences,1
L. Legrand (155,(107) Universit\'e St Joseph,1
L. Legrand (155,31400 Toulouse,1
L. Legrand (155,14 Av. Edouard Belin,1
L. Legrand (155,Str. Atomistilor,1
L. Legrand (155,Universit\'e de Toulouse,1
L. Legrand (155,(106) Institut de Recherche en Astrophysique et Plan\'etologie (IRAP),1
L. Legrand (155,69120 Heidelberg,1
L. Legrand (155,Philosophenweg 16,1
L. Legrand (155,University of Heidelberg,1
L. Legrand (155,"(105) Institut f\""ur Theoretische Physik",1
L. Legrand (155,38206 La Laguna,1
L. Legrand (155,(104) Universidad de La Laguna,1
L. Legrand (155,28006 Madrid,1
L. Legrand (155,Calle Serrano 117,1
L. Legrand (155,(103) Consejo Superior de Investigaciones Cientificas,1
L. Legrand (155,Romania,1
L. Legrand (155,077125,1
L. Legrand (155,Ilfov,1
L. Legrand (155,nr. 409 M\u{a}gurele,1
L. Legrand (155,UPS,1
L. Legrand (155,University College London,1
L. Legrand (155,(78) Department of Physics,1
L. Legrand (155,MD 20771,1
L. Legrand (155,Greenbelt,1
L. Legrand (155,(77) NASA Goddard Space Flight Center,1
L. Legrand (155,69117 Heidelberg,1
L. Legrand (155,"K\""onigstuhl 17",1
L. Legrand (155,"(76) Max-Planck-Institut f\""ur Astronomie",1
L. Legrand (155,75014 Paris,1
L. Legrand (155,98 bis boulevard Arago,1
L. Legrand (155,UMR 7095,1
L. Legrand (155,(75) Institut d'Astrophysique de Paris,1
L. Legrand (155,(74) Cosmic Dawn Center (DAWN),1
L. Legrand (155,2800 Kgs. Lyngby,1
L. Legrand (155,Institute for Computational Cosmology,1
L. Legrand (155,(73) Technical University of Denmark,1
L. Legrand (155,69181 Leimen,1
L. Legrand (155,Goethestr. 17,1
L. Legrand (155,(72) Felix Hormuth Engineering,1
L. Legrand (155,LA1 4YB,1
L. Legrand (155,Lancaster,1
L. Legrand (155,Lancaster University,1
L. Legrand (155,(71) Department of Physics,1
L. Legrand (155,91109,1
L. Legrand (155,CA,1
L. Legrand (155,4800 Oak Grove Drive,1
L. Legrand (155,(70) Jet Propulsion Laboratory,1
L. Legrand (155,Norway,1
L. Legrand (155,0315 Oslo,1
L. Legrand (155,P.O. Box 1029 Blindern,1
L. Legrand (155,Elektrovej 327,1
L. Legrand (155,(89) Department of Physics,1
L. Legrand (155,Edificio G. Marconi,1
L. Legrand (155,2 - c/o Dipartimento di Fisica,1
L. Legrand (155,Piazzale Aldo Moro,1
L. Legrand (155,(88) INFN-Sezione di Roma,1
L. Legrand (155,53121 Bonn,1
L. Legrand (155,"Auf dem H\""ugel 71",1
L. Legrand (155,"Argelander-Institut f\""ur Astronomie",1
L. Legrand (155,"(87) Universit\""at Bonn",1
L. Legrand (155,School of Computer Science,1
L. Legrand (155,(86) University of Applied Sciences,1
L. Legrand (155,21 avenue Pierre de Coubertin 69627 Villeurbanne Cedex,1
L. Legrand (155,(85) Centre de Calcul de l'IN2P3/CNRS,1
L. Legrand (155,United Kingdom,1
L. Legrand (155,Gower Street,1
L. Legrand (155,Lower Withington,1
L. Legrand (155,Jodrell Bank,1
L. Legrand (155,(84) SKAO,1
L. Legrand (155,(83) Laboratoire d'etude de l'Univers et des phenomenes eXtremes,1
L. Legrand (155,(82) Helsinki Institute of Physics,1
L. Legrand (155,P.O. Box 64,1
L. Legrand (155,(81) Department of Physics,1
L. Legrand (155,CH-1211 Gen\`eve 4,1
L. Legrand (155,24 quai Ernest-Ansermet,1
L. Legrand (155,Centre for Astroparticle Physics,1
L. Legrand (155,D\'epartement de Physique Th\'eorique,1
L. Legrand (155,(80) Universit\'e de Gen\`eve,1
L. Legrand (155,Helsinki Institute of Physics,1
L. Legrand (155,(79) Department of Physics,1
L. Legrand (155,London WC1E 6BT,1
L. Legrand (155,Macclesfield SK11 9FT,1
D. Karagiannis (117,(29) IFPU,1
D. Karagiannis (117,2),1
D. Karagiannis (117,G. F. Lesci (1,1
D. Karagiannis (117,89),1
D. Karagiannis (117,G. Leroy (158,1
D. Karagiannis (117,F. Lepori (157),1
D. Karagiannis (117,M. Lembo (75),1
D. Karagiannis (117,156),1
D. Karagiannis (117,L. Legrand (155,1
D. Karagiannis (117,C. C. Kirkpatrick (79),1
D. Karagiannis (117,K. Kiiveri (79),1
D. Karagiannis (117,154),1
D. Karagiannis (117,D. Potter (157),1
D. Karagiannis (117,A. Pisani (63),1
D. Karagiannis (117,L. Patrizii (32),1
D. Karagiannis (117,K. Paterson (76),1
D. Karagiannis (117,F. Passalacqua (4,1
D. Karagiannis (117,S. Nesseris (128),1
D. Karagiannis (117,A. Navarro-Alsina (87),1
D. Karagiannis (117,K. Naidoo (145),1
D. Karagiannis (117,S. Nadathur (145),1
D. Karagiannis (117,G. Morgante (2),1
D. Karagiannis (117,29,1
D. Karagiannis (117,C. Moretti (31,1
D. Karagiannis (117,29),1
D. Karagiannis (117,30,1
D. Karagiannis (117,J. Lesgourgues (47),1
D. Karagiannis (117,165),1
D. Karagiannis (117,M. Miluzio (9,1
D. Karagiannis (117,L. Maurin (27),1
D. Karagiannis (117,36),1
D. Karagiannis (117,C. J. A. P. Martins (164,1
D. Karagiannis (117,48),1
D. Karagiannis (117,R. Maoli (163,1
D. Karagiannis (117,F. Mannucci (20),1
D. Karagiannis (117,G. Maggio (18),1
D. Karagiannis (117,J. Macias-Perez (162),1
D. Karagiannis (117,161),1
D. Karagiannis (117,A. Loureiro (160,1
D. Karagiannis (117,S. J. Liu (15),1
D. Karagiannis (117,T. I. Liaudat (159),1
D. Karagiannis (117,L. Leuzzi (2),1
D. Karagiannis (117,P. Monaco (136,1
D. Karagiannis (117,Largo E. Fermi 5,1
D. Karagiannis (117,(20) INAF-Osservatorio Astrofisico di Arcetri,1
D. Karagiannis (117,MK7 6AA,1
D. Karagiannis (117,Milton Keynes,1
D. Karagiannis (117,The Open University,1
D. Karagiannis (117,(19) School of Physical Sciences,1
D. Karagiannis (117,34143 Trieste,1
D. Karagiannis (117,Via G. B. Tiepolo 11,1
D. Karagiannis (117,(18) INAF-Osservatorio Astronomico di Trieste,1
D. Karagiannis (117,08193 Barcelona,1
D. Karagiannis (117,Carrer de Can Magrans,1
D. Karagiannis (117,CSIC),1
D. Karagiannis (117,(17) Institute of Space Sciences (ICE,1
D. Karagiannis (117,Universidad de La Laguna (ULL),1
D. Karagiannis (117,M. Radovich (5),1
D. Karagiannis (117,00100 Roma,1
D. Karagiannis (117,100,1
D. Karagiannis (117,via del Fosso del Cavaliere,1
D. Karagiannis (117,(15) INAF-Istituto di Astrofisica e Planetologia Spaziali,1
D. Karagiannis (117,"81679 M\""unchen",1
D. Karagiannis (117,Scheinerstrasse 1,1
D. Karagiannis (117,"Ludwig-Maximilians-Universit\""at M\""unchen",1
D. Karagiannis (117,"Fakult\""at f\""ur Physik",1
D. Karagiannis (117,"(14) Universit\""ats-Sternwarte M\""unchen",1
D. Karagiannis (117,80131 Napoli,1
D. Karagiannis (117,Via Moiariello 16,1
D. Karagiannis (117,(13) INAF-Osservatorio Astronomico di Capodimonte,1
D. Karagiannis (117,Gif-sur-Yvette,1
D. Karagiannis (117,91191,1
D. Karagiannis (117,AIM,1
D. Karagiannis (117,(16) Instituto de Astrof\'isica de Canarias (IAC),1
D. Karagiannis (117,GU2 7XH,1
D. Karagiannis (117,Surrey,1
D. Karagiannis (117,Guildford,1
D. Karagiannis (117,University of Surrey,1
D. Karagiannis (117,Physics,1
D. Karagiannis (117,(28) School of Mathematics,1
D. Karagiannis (117,Orsay,1
D. Karagiannis (117,91405,1
D. Karagiannis (117,Institut d'astrophysique spatiale,1
D. Karagiannis (117,(27) Universit\'e Paris-Saclay,1
D. Karagiannis (117,UMR 9189 CRIStAL,1
D. Karagiannis (117,Centrale Lille,1
D. Karagiannis (117,(26) Univ. Lille,1
D. Karagiannis (117,9700 AV Groningen,1
D. Karagiannis (117,50125,1
D. Karagiannis (117,University of Groningen,1
D. Karagiannis (117,(25) Kapteyn Astronomical Institute,1
D. Karagiannis (117,Groningen,1
D. Karagiannis (117,9747 AD,1
D. Karagiannis (117,Landleven 12,1
D. Karagiannis (117,(24) SRON Netherlands Institute for Space Research,1
D. Karagiannis (117,"(23) Dipartimento di Fisica e Astronomia ""Augusto Righi"" - Alma Mater Studiorum Universit\`a di Bologna",1
D. Karagiannis (117,CH-1290 Versoix,1
D. Karagiannis (117,Ecole Polytechnique F\'ed\'erale de Lausanne,1
D. Karagiannis (117,Laboratory for Galaxy Evolution,1
D. Karagiannis (117,(22) Institute of Physics,1
D. Karagiannis (117,50019 Sesto Fiorentino,1
D. Karagiannis (117,via G. Sansone 1,1
